"elementName", "elementContent", "typeAttributeIfPresent"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "François II", "historique"
"persName", "François II", "historique"
"persName", "François Ier", "historique"
"persName", "François Ier", "historique"
"persName", "François Ier", "historique"
"persName", "François Ier", "historique"
"persName", "François Ier", "historique"
"persName", "François Ier", "historique"
"persName", "François Ier", "historique"
"persName", "François ler", "historique"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "François,", "fictif"
"persName", "Fresneau", "historique"
"persName", "Frédégonde", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fulton", "historique"
"persName", "Fust", "historique"
"persName", "Fénelon", "historique"
"persName", "Fénelon", "historique"
"persName", "Fénelon", "historique"
"persName", "G. NADAUD", "historique"
"persName", "GEORGES VALLÉE", "fictif"
"persName", "Gabriel Naudé", "historique"
"persName", "Galilée", "historique"
"persName", "Galliéni", "historique"
"persName", "Galswinthe", "historique"
"persName", "Galswinthe", "historique"
"persName", "Gargantua", "fictif"
"persName", "Gargantua", "fictif"
"persName", "Gargantua", "fictif"
"persName", "Gargantua", "fictif"
"persName", "Gaston d'Orléans", "historique"
"persName", "Georges", "fictif"
"persName", "Gozlin", "historique"
"persName", "Gozlin", "historique"
"persName", "Grant", "historique"
"persName", "Grant", "historique"
"persName", "Greuze", "historique"
"persName", "Guise", "historique"
"persName", "Gutenberg", "historique"
"persName", "Gérard Rohifs", "historique"
"persName", "HENRI MARTIN", "historique"
"persName", "Habert", "historique"
"persName", "Hardouin Mansart", "historique"
"persName", "Henri IV", "historique"
"persName", "Henri IlI", "historique"
"persName", "Henri II", "historique"
"persName", "Henri II", "historique"
"persName", "Henri II", "historique"
"persName", "Henri II", "historique"
"persName", "Henri III", "historique"
"persName", "Henri III", "historique"
"persName", "Henri IV", "historique"
"persName", "Henri IV", "historique"
"persName", "Henri IV", "historique"
"persName", "Henri IV", "historique"
"persName", "Henri IV", "historique"
"persName", "Henri Ill", "historique"
"persName", "Henri V d'Angleterre", "historique"
"persName", "Henri VII, roi d'Angleterre", ""
"persName", "Henri de Navarre", "historique"
"persName", "Herbert IV de Vermandois", "historique"
"persName", "Ho-ti", "fictif"
"persName", "Ho-ti", "fictif"
"persName", "Ho-ti", "fictif"
"persName", "Ho-ti", "fictif"
"persName", "Howe", "historique"
"persName", "Howe", "historique"
"persName", "Howe", "historique"
"persName", "Howe", "historique"
"persName", "Hussein-Pacha", "historique"
"persName", "HÉGÉSIPPE MOREAU", ""
"persName", "Ida Pfeiffer", "historique"
"persName", "Isabeau", "historique"
"persName", "Isabeau", "historique"
"persName", "Isabeau", "historique"
"persName", "Isabeau", "historique"
"persName", "Isabeau", "historique"
"persName", "Isabeau", "historique"
"persName", "Isabeau de Bavière", "historique"
"persName", "Isabeau de Bavière", "historique"
"persName", "Isabeau de Bavière", "historique"
"persName", "Isabeau de Bavière", "historique"
"persName", "Isabelle", "historique"
"persName", "Isabelle", "historique"
"persName", "Isabelle", "historique"
"persName", "Isabelle", "historique"
"persName", "J. CLARETIE.", "historique"
"persName", "JACOUES DUMAY", "fictif"
"persName", "JACQUES DUMAY", "fictif"
"persName", "JEANNE FAYEMENDIT", "fictif"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacquard", "historique"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques Amyot", "historique"
"persName", "Jacques Bonhomme", "fictif"
"persName", "Jacques Bonhomme", "fictif"
"persName", "Jacques Dumay", "fictif"
"persName", "Jacques Amyot", "historique"
"persName", "Jacques,", "fictif"
"persName", "Jacques,", "fictif"
"persName", "Jacques,", "fictif"
"persName", "Jacques,", "fictif"
"persName", "Jean Brunet", "fictif"
"persName", "Jean Fust", "historique"
"persName", "Jean Gutenberg", "historique"
"persName", "Jean II", "historique"
"persName", "Jean-Marie", "fictif"
"persName", "Jeanne", "fictif"
"persName", "Jeanne", "fictif"
"persName", "Jeanne", "fictif"
"persName", "Jeanne", "fictif"
"persName", "Jeanne", "fictif"
"persName", "Jeanne Hachette", "historique"
"persName", "Jeanne Dumay", "fictif"
"persName", "Jeanne d'Arc", "historique"
"persName", "Jeanne Hachette", "historique"
"persName", "Jeanne Hachette", "historique"
"persName", "Jeanne d'Arc", "historique"
"persName", "Jeanne d'Arc", "historique"
"persName", "Jeanne d'Arc", "historique"
"persName", "Jeanne d'Arc", "historique"
"persName", "Jeanne d'Arc", "historique"
"persName", "Jeanne d'Arc", "historique"
"persName", "Jeanne la Folle", "historique"
"persName", "Joseph Michon", "fictif"
"persName", "Joseph-Marie Jacquard", "historique"
"persName", "Joséphine de la Tascherie", "historique"
"persName", "Joubert", "historique"
"persName", "Jouffroy", "historique"
"persName", "Jules Gérard", "historique"
"persName", "Jules Gérard", "historique"
"persName", "Junot", "historique"
"persName", "Kang-Hi", "historique"
"persName", "Kang-Hi", "historique"
"persName", "Kang-Hi", "historique"
"persName", "Kang-Hi", "historique"
"persName", "Kang-Hi", "historique"
"persName", "Kang-Hi", "historique"
"persName", "Kellermann", "historique"
"persName", "L'institutrice", "fictif"
"persName", "L. DE JUSSIEU", "historique"
"persName", "L. FIGUIER", "historique"
"persName", "L. LAPORTE", "historique"
"persName", "L. TABOURY", "fictif"
"persName", "LACRETELLE", "historique"
"persName", "LAMARTINE", "historique"
"persName", "LORD CHESTERFIELD", "historique"
"persName", "La Fontaine", "historique"
"persName", "La Condamine", "historique"
"persName", "La Parisienne", "fictif"
"persName", "Lacordaire", "historique"
"persName", "Lalande", "historique"
"persName", "Lamartine", "historique"
"persName", "Largeau", "historique"
"persName", "Le Nôtre", "historique"
"persName", "Le député", ""
"persName", "Le député", ""
"persName", "Le député ", ""
"persName", "Le père", "fictif"
"persName", "Lebrun", "historique"
"persName", "Lecourbe", "historique"
"persName", "Lejean", "historique"
"persName", "Lejean", "historique"
"persName", "Lejoly", "fictif"
"persName", "Lejoly", "fictif"
"persName", "Lejoly", "fictif"
"persName", "Lejoly", "fictif"
"persName", "Lejoly ", "fictif"
"persName", "Lenz", "historique"
"persName", "Letizia Ramolino", "historique"
"persName", "Levau", "historique"
"persName", "Lisa", "fictif"
"persName", "Lisa", "fictif"
"persName", "Lisa", "fictif"
"persName", "Lisa", "fictif"
"persName", "Lisa", "fictif"
"persName", "Lisa", "fictif"
"persName", "Lisa", "fictif"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis", "fictif"
"persName", "Louis XVI", "historique"
"persName", "Louis XVI", "historique"
"persName", "Louis XVI", "historique"
"persName", "Louis XI", "historique"
"persName", "Louis XI", "historique"
"persName", "Louis XI", "historique"
"persName", "Louis XI", "historique"
"persName", "Louis XII", "historique"
"persName", "Louis XII", "historique"
"persName", "Louis XII", "historique"
"persName", "Louis XIII", "historique"
"persName", "Louis XIII", "historique"
"persName", "Louis XIII", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XIV", "historique"
"persName", "Louis XV", "historique"
"persName", "Louis XV", "historique"
"persName", "Louis XV", "historique"
"persName", "Louis XV", "historique"
"persName", "Louis XV,", "historique"
"persName", "Louis XVI", ""
"persName", "Louis XVI", "historique"
"persName", "Louis XVI", "historique"
"persName", "Louis XVI", "historique"
"persName", "Louis XVI", "historique"
"persName", "Louis XVIIl", "historique"
"persName", "Louis-Philippe", "historique"
"persName", "Louis-Philippe", "historique"
"persName", "Louis-Philippe", "historique"
"persName", "Louise", "fictif"
"persName", "Louise", "fictif"
"persName", "Louise", "fictif"
"persName", "Luchner", "historique"
"persName", "Lucie Valon", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Luther", "historique"
"persName", "Luther", "historique"
"persName", "M", ""
"persName", "M", "fictif"
"persName", "M", "fictif"
"persName", "M", "fictif"
"persName", "M", "fictif"
"persName", "M", "fictif"
"persName", "M.", "fictif"
"persName", "M.", "fictif"
"persName", "M.", "fictif"
"persName", "M.", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Cazotte", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Florentin Lejoly", "fictif"
"persName", "M. Florentin Lejoly", "fictif"
"persName", "M. Thierry", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cartier", "fictif"
"persName", "M. Cellier", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Florentin Lejoly", "fictif"
"persName", "M. Florentin Lejoly", "fictif"
"persName", "M. LAPORTE", "historique"
"persName", "M. Legouvé", "historique"
"persName", "M. Lévy", "historique"
"persName", "M. MAUDUIT", "fictif"
"persName", "M. Prud'homme", "fictif"
"persName", "M. Thierry", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. Valon", "fictif"
"persName", "M. de Lesseps", "historique"
"persName", "M.Dumay", "fictif"
"persName", "M.Dumay", "fictif"
"persName", "M.Dumay", "fictif"
"persName", "M.Dumay", "fictif"
"persName", "M.Dumay", "fictif"
"persName", "M.Dumay", "fictif"
"persName", "MARIE AGRON", "fictif"
"persName", "MONSIEUR ROBERT", "fictif"
"persName", "Mac-Mahon", "historique"
"persName", "Madame", "fictif"
"persName", "Madame", "fictif"
"persName", "Madame", "fictif"
"persName", "Madame", "fictif"
"persName", "Madame ", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Madeleine", "fictif"
"persName", "Mademoiselle", "fictif"
"persName", "Mademoiselle Villette", "fictif"
"persName", "Mademoiselle Suzette", "fictif"
"persName", "Mage", "historique"
"persName", "Mage", "historique"
"persName", "Mansart", "historique"
"persName", "Mar mont", "historique"
"persName", "Mar- guerite", "fictif"
"persName", "Margot", "fictif"
"persName", "Margot", "fictif"
"persName", "Margot", "fictif"
