"elementName", "elementContent", "typeAttributeIfPresent"
"persName", "Jacques", "fictif"
"persName", "Charlot", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Charlot", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "Castor", "fictif"
"persName", "Francois", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Francois", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Charlot", "fictif"
"persName", "Charlot", "fictif"
"persName", "Ludivine", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Castor", "fictif"
"persName", "Suzette", "fictif"
"persName", "son père", "fictif"
"persName", "Jacques", "fictif"
"persName", "Castor", "fictif"
"persName", "François", "fictif"
"persName", "Castor", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "Castor", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"placeName", "Câtelet", ""
"persName", "François", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"placeName", "Câtelet", ""
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Vincent", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Charlot", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"placeName", "France", ""
"persName", "E. LAPORTE", "historique"
"persName", "Jacques", "fictif"
"placeName", "l'Algérie", ""
"persName", "M. Dumay", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"placeName", "Fragicourt", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "M. Dumay", "fictif"
"placeName", "Algérie", ""
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "M. Cazotte", "fictif"
"placeName", "Issy", ""
"persName", "GEORGES VALLÉE", "fictif"
"placeName", "Alger", ""
"placeName", "Saint-Quentin", ""
"placeName", "Paris", ""
"placeName", "Lyon", ""
"placeName", "Marseille", ""
"persName", "M. Dumay", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Jacques", "fictif"
"placeName", "Paris", ""
"persName", "Ludivine", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Charlot", "fictif"
"persName", "Charlot", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Jacques", "fictif"
"persName", "François", "fictif"
"persName", "Ludivine", "fictif"
"placeName", "Paris", ""
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "François", "fictif"
"persName", "Charlot,", "fictif"
"persName", "Charlot", "fictif"
"persName", "Charlot", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Charlot", "fictif"
"persName", "Parmentier", "historique"
"placeName", "Angleterre", ""
"placeName", "Hollande", ""
"placeName", "France", ""
"placeName", "Besançon", ""
"persName", "Parmentier", "historique"
"placeName", "Montdidier", ""
"placeName", "Versailles", ""
"persName", "Louis XVI", "historique"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Charlot", "fictif"
"persName", "Suzette", "fictif"
"persName", "M. Florentin Lejoly", "fictif"
"placeName", "Bruxelles", ""
"placeName", "Bruxelles", ""
"placeName", "Bruxelles", ""
"persName", "M. Florentin Lejoly", "fictif"
"placeName", "Bruxelles", ""
"placeName", "Fragicourt", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Florentin Lejoly", "fictif"
"persName", "M. Florentin Lejoly", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Jeanne Dumay", "fictif"
"persName", "Lejoly", "fictif"
"placeName", "Fragicourt", "fictif"
"placeName", "Paris", ""
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"placeName", "Bruxelles", ""
"persName", "Lejoly ", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Lejoly", "fictif"
"persName", "E. LAPORTE", "historique"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Charlot", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "Benoit", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Benoît", "fictif"
"persName", "Mathias Dumay", "fictif"
"persName", "Benoît", "fictif"
"persName", "Denis Dumay", "fictif"
"persName", "Ludivine", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "père Benoît", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Benoît ", "fictif"
"persName", "Franklin", "historique"
"persName", "E. LAPORTE", "historique"
"placeName", "Moscou", "réel"
"placeName", "Moscou", ""
"persName", "Napoléon Ier", "historique"
"placeName", "Moscou", ""
"placeName", "Bérésina", ""
"geogFeat", "Bérésina", "rivière"
"placeName", "Russie", ""
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M", "fictif"
"persName", "Mme Valon,", "fictif"
"persName", "Mathias Dumay", "fictif"
"placeName", "Fragicourt", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "Mathias Dumay", "fictif"
"persName", "Suzette", "fictif"
"persName", "M", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Suzette", "fictif"
"placeName", "Moscou", ""
"persName", "Napoléon", "historique"
"placeName", "Moscou", ""
"placeName", "Smolensk", ""
"placeName", "Russie", ""
"placeName", "Bérésina", ""
"geogFeat", "Bérésina", "rivière"
"persName", "Napoléon", "historique"
"persName", "Benoît", "fictif"
"persName", "M. Valon", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Suzette", "fictif"
"persName", "M. Valon", "fictif"
"persName", "Mme Valon", "fictif"
"placeName", "France", ""
"persName", "père Benoît", "fictif"
"persName", "Benoît", "fictif"
"persName", "Benoît", "fictif"
"persName", "M. Valon", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Benoît", "fictif"
"persName", "E. LAPORTE", "historique"
"placeName", "Fragicourt", "fictif"
"placeName", ">France", ""
"persName", "Jacques", "fictif"
"placeName", "Milan", ""
"placeName", "Bruxelles", ""
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"placeName", "Chine", ""
"placeName", "Fragicourt", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"placeName", "France", ""
"persName", "E. LAPORTE", "historique"
"placeName", "Flandre", ""
"placeName", "Poitou", ""
"placeName", "Saint-Quentin", ""
"placeName", "Paris", ""
"placeName", "Bruxelles", ""
"persName", "Suzette", "fictif"
"placeName", "Bruxelles", ""
"persName", "Suzette", "fictif"
"placeName", "Fragicourt", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "François", "fictif"
"persName", "M. Valon", "fictif"
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "Charlot", "fictif"
"persName", "François", "fictif"
"persName", "Jacques", "fictif"
"persName", " M. Dumay", "fictif"
"persName", "Jacques", "fictif"
"placeName", "France", ""
"persName", "Suzette", "fictif"
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"placeName", "France", ""
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "E. LAPORTE", "historique"
"persName", "Quignon (Sylvia)", "fictif"
"persName", "ESTELLE DERRIE", "fictif"
"placeName", "Bordeaux", ""
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "monsieur Georges Valon", "fictif"
"persName", "mademoiselle Lucie Valon", "fictif"
"persName", "Mme Liénard", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Vincent", "fictif"
"persName", "Lisa", "fictif"
"persName", "Benoît", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Suzette", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "L. DE JUSSIEU", "historique"
"persName", "HENRI MARTIN", "historique"
"persName", "E. LAPORTE", "historique"
"persName", "Ludivine", "fictif"
"persName", "Suzette", "fictif"
"persName", "Lisa", "fictif"
"persName", "Suzette", "fictif"
"persName", "Lisa", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Benoît", "fictif"
"persName", "Vincent", "fictif"
"persName", "Ludivine", "fictif"
"persName", "François", "fictif"
"persName", "François", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Suzette", "fictif"
"persName", "Lisa", "fictif"
"persName", "Lisa", "fictif"
"persName", "Benoît", "fictif"
"persName", "Vincent", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Ludivine", "fictif"
"persName", "François", "fictif"
"persName", "Ludivine", "fictif"
"persName", "François", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Suzette", "fictif"
"persName", "Benoît", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Benoît", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Charles Lamb", "historique"
"persName", "M. Valon", "fictif"
"persName", "Ludivine", "fictif"
"persName", "Suzette", "fictif"
"persName", "Mme Valon", "fictif"
"persName", "Benoît", "fictif"
"persName", "Mme Valon", "fictif"
"placeName", "Etats-Unis", ""
"placeName", "Illinois", ""
"placeName", "Etats-Unis", ""
"placeName", "Chicago", ""
"placeName", "Cincinnati", ""
"persName", "Ho-ti", "fictif"
"persName", "Bo-ba", "fictif"
"persName", "François", "fictif"
"persName", "Bo-ba", "fictif"
"placeName", "Chine", ""
"persName", "Bo-ba", "fictif"
"placeName", "Chine", ""
"persName", "Bo-ba", "fictif"
"persName", "Bo-ba", "fictif"
"placeName", "Pékin", ""
"persName", "Ho-ti", "fictif"
"persName", "Ho-ti", "fictif"
"persName", "Bo-ba", "fictif"
"placeName", "Chine", ""
"persName", "Benoît", "fictif"
"persName", "M. Valon", "fictif"
"persName", "Bo-ba", "fictif"
"persName", "Bo-ba", "fictif"
"persName", "Ho-ti", "fictif"
"persName", "Bo-ba", "fictif"
"placeName", "Chine", ""
"persName", "Suzette", "fictif"
"placeName", "Fragicourt", "fictif"
"persName", "M. Dumay", "fictif"
"persName", "Suzette", "fictif"
"placeName", "Afrique", ""
"placeName", "Afrique", ""
"persName", "François", "fictif"
"persName", "M. Dumay", "fictif"
"placeName", "Fragicourt", "fictif"
"persName", "Jacques", "fictif"
"placeName", "Afrique", ""
"placeName", "Amérique du Nord", ""
"persName", "Jacques", "fictif"
"persName", "Uhland", "historique"
"placeName", "Afrique", ""
"placeName", "Afrique", ""
"placeName", "Europe", ""
"placeName", "Méditerranée", ""
"geogFeat", "Méditerranée", ""
"placeName", "Asie", ""
"placeName", "isthme de Suez", ""
"geogFeat", "isthme de Suez", ""
"placeName", "France", ""
"placeName", "Afrique", ""
"placeName", "Afrique", ""
"persName", "Caillié", "historique"
"persName", "Mage", "historique"
"persName", "Duveyrier", "historique"
"persName", "Lejean", "historique"
"persName", "Soleillet", "historique"
"persName", "Livingstone", "historique"
"persName", "Burton", "historique"
"persName", "Speke", "historique"
"persName", "Grant", "historique"
"persName", "Baker", "historique"
"persName", "Overweg", "historique"
"persName", "Richardson", "historique"
"persName", "Barth", "historique"
"persName", "Nachtigall", "historique"
"persName", "Stanley", "historique"
"persName", "Cameron", "historique"
"persName", "Serpa-Pinto", "historique"
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"placeName", "Amérique du Nord", ""
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"placeName", "Anvers", ""
"placeName", "Anvers", ""
"placeName", "Amérique", ""
"persName", "Jacques", "fictif"
"persName", "Suzette", "fictif"
"placeName", "Etats Unis", ""
"placeName", "Grœnland", ""
"geogFeat", "mer de Baffin", "mer"
"placeName", "mer de Baffin", ""
"geogFeat", "baie d'Hudson", ""
"placeName", "baie d'Hudson", ""
"geogFeat", "la mer d'Hudson", "mer"
"placeName", "la mer d'Hudson", ""
"placeName", "la région des Lacs", ""
"geogFeat", "Grand-Ours", "lac"
"placeName", "Grand-Ours", ""
"geogFeat", "l'Esclave", "lac"
"placeName", "l'Esclave", ""
"geogFeat", "Niagara", ""
"placeName", "Niagara", ""
"placeName", "Amérique", ""
"placeName", "Europe", ""
"geogFeat", "Niagara", "rivière"
"placeName", "Niagara", ""
"placeName", "Amérique du Nord", ""
"placeName", "Amérique", ""
"placeName", "Escaut", ""
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"persName", "Jacques", "fictif"
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"placeName", "Europe", ""
"persName", "Suzette", "fictif"
"persName", "M. Dumay", "fictif"
"geogFeat", "Niagara", ""
"placeName", "Niagara", ""
"geogFeat", "CATARACTE DU NIAGARA", ""
"placeName", "NIAGARA", ""
"geogFeat", "Erié", "lac"
"placeName", "Erié", ""
"geogFeat", "Ontario", "lac"
"placeName", "Ontario", ""
"geogFeat", "Niagara", "rivière"
"placeName", "Niagara", ""
"placeName", "Buffalo", ""
"placeName", "Amérique", ""
"persName", "SIMONIN", "historique"
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"placeName", "Anvers", ""
"geogFeat", "mer d'Hudson", "mer"
"placeName", "mer d'Hudson", ""
"placeName", "les grands lacs", ""
"geogFeat", "Niagara", ""
"placeName", "Niagara", ""
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"geogFeat", "mer du Nord", "mer"
"placeName", "mer du Nord", ""
"geogFeat", "Manche", "mer"
"placeName", "Manche", ""
"geogFeat", "Manche", "mer"
"placeName", "Manche", ""
"placeName", "New-York", ""
"geogFeat", "Atlantique", "océan"
"placeName", "Atlantique", ""
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"placeName", "France", ""
"placeName", "Aisne", ""
"placeName", "Cambrai", ""
"placeName", "Valenciennes", ""
"placeName", "Belgique", ""
"placeName", "Tournai", ""
"placeName", "Gand", ""
"placeName", "Anvers", ""
"geogFeat", "mer du Nord", "mer"
"placeName", "mer du Nord", ""
"placeName", "Anvers", ""
"placeName", "Belgique", ""
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"persName", "Charles-Quint", "historique"
"placeName", "Europe", ""
"persName", "Rubens", "historique"
"persName", "Van Dyck", "historique"
"placeName", "Sibérie", ""
"placeName", "Suède", ""
"placeName", "Norvège", ""
"placeName", "Russie", ""
"placeName", "Sibérie", ""
"persName", "M. Dumay", "fictif"
"persName", "Sylvain", "fictif"
"placeName", "Zanzibar", ""
"persName", "M. Dumay", "fictif"
"persName", "Jacques", "fictif"
"placeName", "Afrique", ""
"geogFeat", "Escaut", "fleuve"
"placeName", "Escaut", ""
"persName", "M. Dumay", "fictif"
"persName", "Jacques", "fictif"
"persName", "M. Dumay", "fictif"
"placeName", "Afrique", ""
"placeName", "Zanzibar", ""
"placeName", "Zanzibar", ""
"placeName", "Afrique", ""
"placeName", "Zanzibar", ""
"placeName", "France", ""
"placeName", "tour de Babel", ""
"persName", "Sylvain", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Pascal", "fictif"
"persName", "Pascal", "fictif"
"persName", "Su zette", "fictif"
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"persName", "Pascal", "fictif"
"persName", "Pascal", "fictif"
"placeName", "Zanzibar", ""
"persName", "François", "fictif"
"persName", "Charlot", "fictif"
"placeName", "Europe", ""
"placeName", "Provence", ""
"placeName", "Espagne", ""
"placeName", "Asie", ""
"placeName", "Hindoustan", ""
"placeName", "Europe", ""
"placeName", "Afrique", ""
"placeName", "Amérique", ""
"placeName", "Australie", ""
"placeName", "Chine", ""
"placeName", "Japon", ""
"placeName", "Indo-Chine", ""
"placeName", "Malaisie", ""
"placeName", "Sibérie", ""
"placeName", "Amérique", ""
"placeName", "Afrique", ""
"placeName", "Océanie", ""
"placeName", "Australie", ""
"placeName", "États-Unis", ""
"placeName", "Antilles", ""
"placeName", "Brésil", ""
"placeName", "Afrique", ""
"placeName", "Afrique", ""
"placeName", "Europe", ""
"placeName", "Afrique", ""
"geogFeat", "mer Rouge", "mer"
"placeName", "mer Rouge", ""
"placeName", "Arabie", ""
"placeName", "la Mecque", ""
"placeName", "Médine", ""
"placeName", "Moka", ""
"geogFeat", "mer Caspienne", "mer"
"placeName", "mer Caspienne", ""
"geogFeat", "golfe Persique", ""
"placeName", "golfe Persique", ""
"geogFeat", "golfe d'Oman", ""
"placeName", "golfe d'Oman", ""
"placeName", "Téhéran", ""
"placeName", "Ispahan", ""
"placeName", "Asie méridionale", ""
"placeName", "Inde", ""
"placeName", "Inde anglaise", ""
"placeName", "Bombay", ""
"placeName", "Calcutta", ""
"placeName", "Madras", ""
"placeName", "Hyderabad", ""
"placeName", "Bénarès", ""
"placeName", "Lahore", ""
"placeName", "Surate", ""
"placeName", "Katmandou", ""
"placeName", "Pounaka", ""
"placeName", "Goa", ""
"placeName", "Daman", ""
"placeName", "Diu", ""
"placeName", "Pondichéry", ""
"placeName", "Chandernagor", ""
"placeName", "Yanaon", ""
"placeName", "Karikal", ""
"placeName", "Mahé", ""
"persName", "Pascal", "fictif"
"persName", "Livingstone", "historique"
"persName", "Livingstone", "historique"
"placeName", "Angleterre", ""
"placeName", "Zanzibar", ""
"persName", "François", "fictif"
"persName", "Jacques", "fictif"
"placeName", "Zanzibar", ""
"persName", "Mohammed", "fictif"
"persName", "Mohammed", ""
"placeName", "Afrique", ""
"persName", "Sylvain", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Pascal", "fictif"
"placeName", "Algérie", ""
"persName", "Suzette", "fictif"
"placeName", "Zanzibar", ""
"persName", "Livingstone", "historique"
"placeName", "Afrique", ""
"persName", "Jacques", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Pascal", "fictif"
"persName", "Suzette", "fictif"
"persName", "Livingstone", "historique"
"placeName", "Gabon", ""
"persName", "Livingstone", "historique"
"placeName", "Écosse", ""
"placeName", "Afrique méridionale", ""
"placeName", "Cafrerie", ""
"placeName", "Quilimané", ""
"placeName", "Saint-Paul de Loanda", ""
"geogFeat", "Zambèze", "fleuve"
"placeName", "Zambèze", ""
"placeName", "grands lacs", ""
"geogFeat", "Tanganyika", "lac"
"placeName", "Tanganyika", ""
"placeName", "Angleterre", ""
"persName", "Livingstone", "historique"
"placeName", "Westminster", ""
"persName", "de Brazza", "historique"
"placeName", "région équatoriale de l'Afrique", ""
"geogFeat", "Ogoué", "fleuve"
"placeName", "Ogoué", ""
"placeName", "Gabon", ""
"placeName", "Angle terre", ""
"placeName", "Allemagne", ""
"placeName", "Russie", ""
"placeName", "Hongrie", ""
"placeName", "Belgique", ""
"placeName", "Hollande", ""
"placeName", "Suisse", ""
"placeName", "Afrique", ""
"geogFeat", "Ogoué", "fleuve"
"placeName", "Ogoué", ""
"geogFeat", "Congo", "fleuve"
"placeName", "Congo", ""
"placeName", "France", ""
"placeName", "Franceville", ""
"placeName", "Brazzaville", ""
"placeName", "Stanley-Pool", ""
"placeName", "Zanzibar", ""
"placeName", "Benguéla", ""
"persName", "Jacques", "fictif"
"placeName", "Afrique", ""
"placeName", "Afrique", ""
"placeName", "Mecque", ""
"placeName", "Afrique", "réel"
"persName", "M. Dumay", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Sylvain", "fictif"
"placeName", "Benguéla", ""
"persName", "M. Dumay", "fictif"
"persName", "Sylvain", "fictif"
"persName", "Buffon", "historique"
"placeName", "Asie", ""
"placeName", "Algérie", ""
"placeName", "Afrique", ""
"placeName", "Amérique", ""
"placeName", "Asie", ""
"placeName", "Java", ""
"placeName", "Sumatra", ""
"placeName", "Europe", ""
"placeName", "Hindoustan", ""
"persName", "L. FIGUIER", "historique"
"placeName", "Asie", ""
"placeName", "Afrique", ""
"placeName", "Sicile", ""
"placeName", "Espagne", ""
"placeName", "Chine", ""
"placeName", "Japon", ""
"placeName", "Indo-Chine", ""
"placeName", "Malaisie", ""
"placeName", "Europe", ""
"placeName", "Zambèze", ""
"geogFeat", "Zambèze", "fleuve"
"persName", "Mme LIVINGSTONE.", "historique"
"persName", "Suzette", "fictif"
"persName", "Livingstone", "historique"
"persName", "Sylvain", "fictif"
"persName", "Pascal", "fictif"
"persName", "Sylvain", "fictif"
"placeName", "Tombouctou", ""
"persName", "Suzette.", "fictif"
"placeName", "Soudan", "réel"
"placeName", "Afrique", ""
"placeName", "Sahara", ""
"geogFeat", "Sahara", "désert"
"placeName", "Zambèze", ""
"geogFeat", "Zambèze", "fleuve"
"persName", "Mme Livingstone", "historique"
"persName", "Pascal", "fictif"
"persName", "Suzette", "fictif"
"placeName", "Tombouctou", ""
"persName", "Mme Livingstone", "historique"
"persName", "Mme Livingstone", "historique"
"persName", "Mme d'Ujfalvy", "historique"
"persName", "Blount", "historique"
"persName", "Baker", "historique"
"persName", "Ida Pfeiffer", "historique"
"placeName", "Afrique", ""
"placeName", "Asie", ""
"placeName", "Océanie", ""
"placeName", "Californie", ""
"placeName", "Afrique", ""
"placeName", "Californie", ""
"placeName", "Australie", ""
"placeName", "Amérique", ""
"placeName", "Chine", ""
"placeName", "France", ""
"placeName", "Afrique", ""
"placeName", "Afrique", ""
"placeName", "Sénégal", ""
"geogFeat", "Sénégal", "fleuve"
"placeName", "Gabon", ""
"placeName", "Sénégal", ""
"geogFeat", "Sénégal", "fleuve"
"placeName", "Niger", ""
"geogFeat", "Niger", "fleuve"
"placeName", "Tombouctou", ""
"persName", "René Caillié", "historique"
"placeName", "France", ""
"persName", "Dumay", "fictif"
"persName", "René Caillié", "historique"
"placeName", "Tombouctou", ""
"placeName", "Tombouctou", "réel"
"persName", "Sylvain", "fictif"
"placeName", "Sahara", ""
"geogFeat", "Sahara", "désert"
"persName", "Sylvain", "fictif"
"placeName", "Soudan", ""
"placeName", "Grand Désert", ""
"geogFeat", "Grand Désert", "désert"
"placeName", ">Inde", ""
"persName", "Pascal", "fictif"
"placeName", "Tombouctou", ""
"persName", "René Caillié ", "historique"
"persName", "Sylvain", "fictif"
"persName", "Pascal", "fictif"
"placeName", "Grand Désert", ""
"geogFeat", "Grand Désert", "désert"
"placeName", "Sahara", ""
"geogFeat", "Sahara", "désert"
"placeName", "Grand Désert", ""
"geogFeat", "Grand Désert", "désert"
"placeName", "Maroc", ""
"placeName", "Algerie", "réel"
"placeName", "Tripoli", ""
"placeName", "à", ""
"placeName", "Égypte", ""
"placeName", "Nigritie", ""
"placeName", "Atlantique", ""
"geogFeat", "Atlantique", "océan"
"placeName", "Sahara", ""
"geogFeat", "Sahara", "désert"
"placeName", "Grand Désert", ""
"geogFeat", "Grand Désert", "désert"
"placeName", "France", ""
"persName", "BOUCHARDAT", "historique"
"placeName", "Pologne", ""
"placeName", "Espagne", ""
"placeName", "\Algérie", ""
"placeName", "Pérou", ""
"placeName", "Etats-Unis", ""
"placeName", "Europe", ""
"placeName", "Wieliczka", ""
"placeName", "Bochnia", ""
"placeName", "Cracovie", ""
"placeName", "Pologne", ""
"placeName", "France", ""
"placeName", "Nord", ""
"placeName", "Château-Salins", ""
"placeName", "Dieuze", ""
"placeName", "Vic", ""
"placeName", "Lorraine", ""
"placeName", "Lons-le-Saunier", ""
"placeName", "Salins", ""
"placeName", "Franche-Comté", ""
"placeName", "Salies", ""
"placeName", "Béarn", ""
"placeName", "Sahara", ""
"persName", "Pascal", "fictif"
"persName", "Sylvain", "fictif"
"placeName", "Sahara", ""
"persName", "A. DE MUSSET", "historique"
"persName", "Pascal", "fictif"
"placeName", "Sahara", ""
"placeName", "Afrique", ""
"placeName", "Syrie", ""
"persName", "Sylvain", "fictif"
"placeName", "Asie", ""
"placeName", "Afrique", ""
"persName", "Suzette", "fictif"
"persName", "Suzette", "fictif"
"persName", "Pascal", "fictif"
"persName", "Sylvain", "fictif"
"persName", "RACINE", "historique"
"placeName", "France", ""
"persName", "BÉRANGER", "historique"
"persName", "REBOUL", "historique"
"persName", "PANARD", "historique"
"persName", "PANARD", "historique"
"persName", "LAMARTINE", "historique"
"persName", "E LAPORTE", "historique"
"placeName", "Afrique", ""
"placeName", "Grand Désert", ""
"placeName", "Paris", ""
"placeName", "place de la Concorde", ""
"placeName", "Egypte", ""
"persName", "Ramsès le Grand", "historique"
"placeName", "France", ""
"persName", "Suzette", "fictif"
"persName", "Jacques", "fictif"
"placeName", "Tell", ""
"placeName", "Algérie", ""
"placeName", "Sahara", ""
"placeName", "Grenelle", ""
"placeName", "Paris", ""
"placeName", "Blidah", ""
"placeName", "Algérie", ""
"placeName", "France", ""
"persName", "M. Dumay", "fictif"
"placeName", "Algérie", ""
"persName", "Jacques", "fictif"
"placeName", "France", ""
"placeName", "Algérie", ""
"persName", "Caillié", "historique"
"persName", "Livingstone", "historique"
"persName", "Stanley", "historique"
"persName", "Brazza", "historique"
"persName", "Soleillet", "historique"
"placeName", "Algèrie", ""
"placeName", "Tell", ""
"persName", "M. Dumay", "fictif"
"persName", "Pascal", "fictif"
"placeName", "Algérie", ""
"placeName", "France", ""
"placeName", "Algérie", ""
"placeName", "France", ""
"placeName", "Provence", ""
"placeName", "Espagne", ""
"placeName", "Italie", ""
"placeName", "Grèce", ""
"placeName", "Asie Mineure", ""
"placeName", "Syrie", ""
"placeName", "France", ""
"placeName", "Méditerranée", ""
"placeName", "Marseille", ""
"placeName", "France", ""
"placeName", "Afrique septentrionale", ""
"placeName", "France", ""
"placeName", "Algérie", ""
"placeName", "Europe", ""
"placeName", "Paris", ""
"placeName", "Grenelle", ""
"placeName", "Passy", ""
"placeName", "France", ""
"placeName", "Artois", ""
"persName", "Suzette", "fictif"
"persName", "Pascal", "fictif"
"persName", "Pascal", "fictif"
